match_id,Pt,Set1,Set2,Gm1,Gm2,Pts,Gm#,TbSet,Svr,1st,2nd,Notes,PtWinner
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,206,1,1,4,3,40-15,33,True,1,6b28f1f2f3b3b2n#,,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,207,1,1,4,3,40-30,33,True,1,4b3x#,,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,208,1,1,5,3,0-0,34,True,2,5n,5b38s3b3b3b2f2f2f3n@,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,209,1,1,5,3,0-15,34,True,2,4n,6f29f1*,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,210,1,1,5,3,15-15,34,True,2,4f18u1*,,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,211,1,1,5,3,30-15,34,True,2,6d,4b29f2f3*,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,212,1,1,5,3,30-30,34,True,2,6b38b1n@,,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,213,1,1,5,3,30-40,34,True,2,4+b3z1l2d#,,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,214,1,1,5,3,40-40,34,True,2,4d,6b29b3w@,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,215,1,1,5,3,40-AD,34,True,2,c5b37b3b3s3s3b2f3u3b-3b1v1f3*,,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,216,1,1,5,3,40-40,34,True,2,6d,6b29f3b2d@,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,217,1,1,5,3,AD-40,34,True,2,5b2n#,,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,218,1,1,5,4,0-0,35,True,1,4f17f2b+2m2d#,,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,219,1,1,5,4,0-15,35,True,1,6f27f1f3b3b3b2d@,,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,220,1,1,5,4,0-30,35,True,1,4f2n#,,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,221,1,1,5,4,15-30,35,True,1,6w,4d,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,222,1,1,5,4,15-40,35,True,1,4f27f+1f3n#,,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,223,1,1,5,4,30-40,35,True,1,6f27f3b3b3b3b3f3b3b2f1f2b3b3b3s3b3b2b3b3d@,,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,224,1,1,5,4,40-40,35,True,1,4w,4f18f3b3d#,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,225,1,1,5,4,AD-40,35,True,1,6n,5n,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,226,1,1,5,4,40-40,35,True,1,6d,4f28b2b3b3b2b1f2f3b3b3f2f2f2f1f1f1f3b3s3f3w@,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,227,1,1,5,4,40-AD,35,True,1,6n,6f28f1f3w#,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,228,1,1,5,4,40-40,35,True,1,4w,5b38s2f3b2f1f2b+3b2v3b3*,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,229,1,1,5,4,AD-40,35,True,1,6f28f3b3f2f1f1f3*,,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,230,1,1,5,4,40-40,35,True,1,6d,4f18*,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,231,1,1,5,4,40-AD,35,True,1,6f27f+1l1o=1w@,,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,232,1,1,5,5,0-0,36,True,2,4d,6b39b3b3s3b1f3b3b3b1f1f1f3n@,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,233,1,1,5,5,0-15,36,True,2,6f29b3b3s3b3b2d@,,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,234,1,1,5,5,0-30,36,True,2,5n,6b29f3f;1x@,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,235,1,1,5,5,15-30,36,True,2,5d,4b29b3s3b3x@,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,236,1,1,5,5,15-40,36,True,2,c6b28f;1f2f2f3b3b3d@,,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,237,1,1,5,5,30-40,36,True,2,5b29f3b3s3f1f1f1f1f2d#,,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,238,1,1,5,5,40-40,36,True,2,6d,6b29b2f3b3b3b3b3b3b1f1f3b3b3b1n@,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,239,1,1,5,5,40-AD,36,True,2,4+b1n#,,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,240,1,1,5,5,40-40,36,True,2,6b39b3f1f1n#,,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,241,1,1,5,5,40-AD,36,True,2,4+s2v1*,,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,242,1,1,5,5,40-40,36,True,2,5+b2v3*,,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,243,1,1,5,5,AD-40,36,True,2,6w,4b39b3f1f#,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,244,1,1,5,5,40-40,36,True,2,4f2d#,,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,245,1,1,5,5,AD-40,36,True,2,4*,,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,246,1,1,5,6,0-0,37,True,1,6n,6b+37b2v^3*,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,247,1,1,5,6,0-15,37,True,1,4d,6f39w#,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,248,1,1,5,6,15-15,37,True,1,4f28k+3b2z^1*,,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,249,1,1,5,6,30-15,37,True,1,4b2d#,,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,250,1,1,5,6,40-15,37,True,1,6d,6s29f3*,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,251,1,1,6,6,0-0,38,True,2,4n,6w,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,252,1,1,6,6,1-0,38,True,1,6f29f3b3f3b3b3f3b3f1f1f3b3b3b3b2f3b3b3b3b;3s3s3f3b2f3b3b3b2f!#,,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,253,1,1,6,6,2-0,38,True,1,4n,4f3d@,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,254,1,1,6,6,0-3,38,True,2,4b38f3b3b3b3s3b3d@,,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,255,1,1,6,6,1-3,38,True,2,6n,5b2d@,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,256,1,1,6,6,3-2,38,True,1,4n,c5b+38b2z2f2v^3*,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,257,1,1,6,6,3-3,38,True,1,4f1d#,,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,258,1,1,6,6,3-4,38,True,2,4+b3d#,,,2
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,259,1,1,6,6,4-4,38,True,2,6b29b3b3b3b3s3f1r2d#,,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,260,1,1,6,6,5-4,38,True,1,4#,,,1
20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,261,1,1,6,6,6-4,38,True,1,4n,4f1x@,,1
